state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,per_gop,per_dem,winner
Alabama,01001,Autauga County,19838,7503,27770,0.714368023,0.2701836514,VOTES_GOP
Alabama,01003,Baldwin County,83544,24578,109679,0.7617137282,0.2240902999,VOTES_GOP
Alabama,01005,Barbour County,5622,4816,10518,0.5345122647,0.45788172660000004,VOTES_GOP
Alabama,01007,Bibb County,7525,1986,9595,0.7842626368000001,0.2069828035,VOTES_GOP
Alabama,01009,Blount County,24711,2640,27588,0.8957155285,0.0956937799,VOTES_GOP
Alabama,01011,Bullock County,1146,3446,4613,0.2484283546,0.7470192933,VOTES_DEM
Alabama,01013,Butler County,5458,3965,9488,0.5752529511000001,0.4178962901,VOTES_GOP
Alabama,01015,Calhoun County,35101,15216,50983,0.6884843968000001,0.2984524253,VOTES_GOP
Alabama,01017,Chambers County,8753,6365,15284,0.5726903952,0.4164485737,VOTES_GOP
Alabama,01019,Cherokee County,10583,1624,12301,0.8603365580000001,0.1320217868,VOTES_GOP
Alabama,01021,Chilton County,16085,3073,19310,0.8329880891,0.1591403418,VOTES_GOP
Alabama,01023,Choctaw County,4296,3127,7464,0.5755627010000001,0.4189442658,VOTES_GOP
Alabama,01025,Clarke County,7324,5755,13135,0.5575942139,0.43814236770000003,VOTES_GOP
Alabama,01027,Clay County,5601,1267,6930,0.8082251082,0.18282828280000002,VOTES_GOP
Alabama,01029,Cleburne County,6484,675,7227,0.8971910890000001,0.09339975090000001,VOTES_GOP
Alabama,01031,Coffee County,16899,5076,22275,0.7586531987,0.22787878790000002,VOTES_GOP
Alabama,01033,Colbert County,19203,8343,27886,0.6886251165,0.29918238540000003,VOTES_GOP
Alabama,01035,Conecuh County,3442,2966,6441,0.53438907,0.46048750190000004,VOTES_GOP
Alabama,01037,Coosa County,3631,1796,5479,0.6627121738,0.32779704330000003,VOTES_GOP
Alabama,01039,Covington County,14586,2721,17430,0.8368330465,0.1561101549,VOTES_GOP
Alabama,01041,Crenshaw County,4864,1700,6617,0.7350763186,0.25691400940000003,VOTES_GOP
Alabama,01043,Cullman County,36880,4478,41851,0.8812214762,0.10699863800000001,VOTES_GOP
Alabama,01045,Dale County,14303,5170,19738,0.724642821,0.2619313,VOTES_GOP
Alabama,01047,Dallas County,5524,12230,17864,0.3092252575,0.684617107,VOTES_DEM
Alabama,01049,DeKalb County,24767,4281,29356,0.8436776128,0.1458304946,VOTES_GOP
Alabama,01051,Elmore County,30164,10367,41030,0.7351693883,0.2526687789,VOTES_GOP
Alabama,01053,Escambia County,10869,4918,15910,0.6831552483000001,0.30911376490000003,VOTES_GOP
Alabama,01055,Etowah County,35528,11567,47728,0.7443848475,0.2423524975,VOTES_GOP
Alabama,01057,Fayette County,7300,1395,8766,0.8327629478,0.159137577,VOTES_GOP
Alabama,01059,Franklin County,10376,2086,12578,0.8249324217,0.16584512640000001,VOTES_GOP
Alabama,01061,Geneva County,10848,1595,12545,0.8647269829,0.1271422878,VOTES_GOP
Alabama,01063,Greene County,875,3884,4775,0.1832460733,0.8134031414,VOTES_DEM
Alabama,01065,Hale County,3190,4687,7922,0.40267609190000003,0.5916435244,VOTES_DEM
Alabama,01067,Henry County,6607,2606,9298,0.7105829211,0.280275328,VOTES_GOP
Alabama,01069,Houston County,32618,12917,46173,0.7064301648,0.2797522362,VOTES_GOP
Alabama,01071,Jackson County,19670,3717,23636,0.8322051108,0.1572601117,VOTES_GOP
Alabama,01073,Jefferson County,138843,181688,325848,0.4260974442,0.5575851317,VOTES_DEM
Alabama,01075,Lamar County,6174,978,7193,0.8583344919,0.135965522,VOTES_GOP
Alabama,01077,Lauderdale County,31721,11915,44339,0.7154198336,0.26872505020000004,VOTES_GOP
Alabama,01079,Lawrence County,12322,3562,16031,0.7686357682,0.2221944982,VOTES_GOP
Alabama,01081,Lee County,42221,27860,71449,0.5909249955,0.3899284805,VOTES_GOP
Alabama,01083,Limestone County,34640,13672,49235,0.7035645374,0.2776886361,VOTES_GOP
Alabama,01085,Lowndes County,1836,4972,6835,0.26861741040000003,0.7274323336,VOTES_DEM
Alabama,01087,Macon County,1541,7108,8723,0.1766594062,0.8148572739000001,VOTES_DEM
Alabama,01089,Madison County,102780,87286,194767,0.5277074658,0.44815600180000004,VOTES_GOP
Alabama,01091,Marengo County,5343,5488,10900,0.4901834862,0.5034862385000001,VOTES_DEM
Alabama,01093,Marion County,12205,1463,13807,0.8839718983,0.10596074450000001,VOTES_GOP
Alabama,01095,Marshall County,33191,5943,39655,0.8369940739,0.1498676081,VOTES_GOP
Alabama,01097,Mobile County,101243,79474,183164,0.5527450809000001,0.4338953069,VOTES_GOP
Alabama,01099,Monroe County,6147,4455,10668,0.5762092238000001,0.4176040495,VOTES_GOP
Alabama,01101,Montgomery County,33311,64529,99139,0.33600298570000003,0.6508941991,VOTES_DEM
